yt
0.078264442
0.078664507
0.078484431
0.078695463
0.078280489
0.078854854
0.07840917
0.078671959
0.078392902
0.078475714
0.078644297
0.078595338
0.078860934
0.078444238
0.078603985
0.078331806
0.078735242
0.078381177
0.0785011
0.078840364
0.078412966
0.07874411
0.078874739
0.078520106
0.07856594
0.078321924
0.078643116
0.078404234
0.078355453
0.078362702
0.078453432
0.078809118
0.078293081
0.078798355
0.078876538
0.078257372
0.078631979
0.078367463
0.078374905
0.078833604
0.078285825
0.078694047
0.0782963
0.078685541
0.078770945
0.078479802
0.078675658
0.078764143
0.078246991
0.07851083
0.07871372
0.078537181
0.078311269
0.078812457
0.078774686
0.078884919
0.078606004
0.078335229
0.078797395
0.078551843
0.078866365
0.078466158
0.078615707
0.078706449
0.07872108
0.07861913
0.078430136
0.078583469
0.07857166
0.078624013
0.078317431
0.078351608
0.078440109
0.078275158
0.078423693
0.078458905
0.07882626
0.078727628
0.078786829
0.078503689
0.078308098
0.078390199
0.078847819
0.078585945
0.078523789
0.078431641
0.078782026
0.07865168
0.078746329
0.078660497
0.078719855
0.078492664
0.078533568
0.078820598
0.078345685
0.078555269
0.078545065
0.078260132
0.078577076
0.078753837
