ytest3
16.78295708
17.54754448
15.83055115
17.0008049
16.22280121
17.42675781
17.1068325
16.57962608
17.19763565
15.95357132
16.88716888
16.39694214
17.40060043
16.20718193
15.6516037
16.03343582
17.27803421
15.76728821
16.66862106
16.45035744
