yt
0.111295879
0.110780209
0.111162424
0.110704705
0.111294493
0.110167667
0.111239001
0.110760845
0.111245699
0.111172304
0.110829443
0.110935345
0.11015401
0.111204728
0.110917747
0.111299798
0.11060366
0.1112637
0.111148536
0.1102392
0.111237697
0.110578403
0.110084549
0.111090444
0.110997155
0.111286663
0.110827424
0.111244924
0.111294538
0.111288324
0.111196853
0.110355079
0.11129491
0.110393681
0.110077247
0.111295193
0.110859498
0.111284912
0.111267962
0.110264771
0.111297153
0.11070808
0.111295387
0.110734008
0.110489398
0.111168861
0.11075253
0.110508814
0.111293711
0.111131415
0.110654324
0.111045733
0.111296982
0.110343412
0.110474862
0.110049695
0.110913932
0.111301593
0.110398978
0.111031584
0.110114604
0.111170009
0.110893384
0.110674985
0.110643864
0.110887021
0.111221001
0.110967219
0.110990524
0.110877089
0.1112957
0.111294515
0.11121349
0.111297876
0.111225389
0.1111857
0.110291369
0.110626429
0.110435188
0.111143105
0.111297317
0.111249506
0.110207051
0.110957861
0.111074492
0.111219853
0.110450558
0.110813797
0.110567808
0.110790879
0.110641673
0.111167297
0.111050144
0.11031457
0.111299656
0.111018687
0.111041568
0.111295834
0.110984072
0.110544242
