ytest
0.110889316
0.110086799
0.11129611
0.110722177
0.111211121
0.110262141
0.110651486
0.111022733
0.110543437
0.111295179
0.11081247
0.11115934
0.110298514
0.111217804
0.111298725
0.111274444
0.110452771
0.111297205
0.110968687
0.111129358
