yt3
15.63154888
16.9271965
16.36229897
17.02122879
15.68630219
17.49196815
16.11740685
16.94991112
16.06367493
16.33428574
16.86530685
16.71379471
17.50942612
16.23218918
16.74070549
15.86019897
17.14095306
16.02491188
16.41584396
17.45017433
16.12986755
17.16740608
17.54902649
16.47665024
16.62168121
15.82680511
16.86166763
16.10113525
15.93928146
15.9634819
16.26206589
17.35932922
15.7293129
17.32780838
17.55421066
15.6072731
16.82739067
15.97934055
16.00411034
17.43055725
15.70455933
17.01699066
15.7401638
16.99131966
17.24702454
16.34737015
16.96127701
17.22695732
15.57176399
16.44699287
17.07636833
16.5308857
15.79092216
17.36913872
17.25816345
17.57810783
16.74700737
15.87162018
17.3250103
16.57727242
17.52508545
16.30335045
16.77704811
17.05447388
17.09849358
16.78766823
16.1861763
16.6766777
16.63967133
16.80274773
15.8116169
15.92643452
16.21866035
15.66821098
16.16503143
16.27979469
17.40925789
17.11814308
17.29398346
16.42419815
15.78007221
16.05480003
17.4716835
16.68444061
16.48833275
16.19106674
17.27983665
16.88794136
17.17399597
16.91492653
17.09489632
16.38886261
16.5194149
17.39273071
15.90664959
16.5880909
16.55585861
15.61676407
16.65662384
17.19633675
