ytest
0.078617615
0.078874192
0.078323026
0.07868869
0.07844137
0.078832286
0.078723864
0.078552586
0.078754268
0.078359726
0.078651415
0.078495184
0.07882329
0.07843657
0.078270313
0.078383739
0.078781419
0.078304322
0.078580894
0.078511879
